m, m,4.000000, 12.000000, 32.000000, 52.000000, 80.000000, 112.000000, 156.000000, 208.000000, 256.000000, 316.000000, 384.000000, 448.000000, 540.000000, 616.000000, 716.000000, 812.000000, 912.000000, 1020.000000, 1124.000000, 1264.000000, 1396.000000, 1528.000000, 1664.000000, 1804.000000, 1976.000000, 2088.000000, 2180.000000, 2264.000000, 2324.000000, 2380.000000, 2416.000000, 2460.000000, 2476.000000, 2496.000000, 2500.000000, 
0, 4,1.000000,2.000000,10.000000,15.000000,24.000000,40.000000,54.000000,73.000000,98.000000,127.000000,166.000000,200.000000,239.000000,269.000000,304.000000,331.000000,364.000000,395.000000,423.000000,471.000000,515.000000,554.000000,597.000000,642.000000,688.000000,725.000000,751.000000,776.000000,794.000000,810.000000,815.000000,822.000000,825.000000,827.000000,828.000000,
0, 4,1.000000,2.000000,10.000000,15.000000,23.000000,38.000000,52.000000,71.000000,95.000000,123.000000,162.000000,196.000000,234.000000,264.000000,299.000000,324.000000,355.000000,386.000000,413.000000,458.000000,502.000000,539.000000,580.000000,624.000000,668.000000,705.000000,729.000000,754.000000,771.000000,787.000000,791.000000,798.000000,801.000000,803.000000,803.000000,
1, 5,4.000000,9.000000,18.000000,25.000000,36.000000,49.000000,58.000000,79.000000,98.000000,122.000000,143.000000,163.000000,192.000000,214.000000,242.000000,261.000000,294.000000,325.000000,357.000000,402.000000,444.000000,477.000000,507.000000,552.000000,602.000000,634.000000,656.000000,676.000000,693.000000,702.000000,713.000000,724.000000,730.000000,733.000000,735.000000,
1, 5,4.000000,9.000000,18.000000,25.000000,34.000000,47.000000,56.000000,76.000000,95.000000,118.000000,139.000000,159.000000,187.000000,209.000000,237.000000,254.000000,285.000000,316.000000,345.000000,390.000000,431.000000,463.000000,492.000000,536.000000,583.000000,612.000000,632.000000,651.000000,668.000000,677.000000,688.000000,699.000000,705.000000,708.000000,710.000000,
2, 13,2.000000,7.000000,15.000000,26.000000,46.000000,65.000000,88.000000,110.000000,132.000000,167.000000,204.000000,232.000000,276.000000,315.000000,357.000000,393.000000,431.000000,478.000000,528.000000,592.000000,643.000000,700.000000,750.000000,827.000000,913.000000,973.000000,1017.000000,1052.000000,1072.000000,1093.000000,1105.000000,1115.000000,1120.000000,1126.000000,1127.000000,
2, 13,2.000000,7.000000,14.000000,25.000000,43.000000,61.000000,84.000000,106.000000,127.000000,162.000000,198.000000,225.000000,268.000000,307.000000,348.000000,383.000000,421.000000,467.000000,517.000000,580.000000,629.000000,686.000000,735.000000,811.000000,896.000000,955.000000,995.000000,1028.000000,1047.000000,1068.000000,1080.000000,1090.000000,1095.000000,1101.000000,1102.000000,
3, 11,2.000000,6.000000,18.000000,30.000000,46.000000,67.000000,90.000000,116.000000,132.000000,158.000000,194.000000,217.000000,264.000000,297.000000,340.000000,383.000000,428.000000,473.000000,527.000000,587.000000,630.000000,678.000000,718.000000,770.000000,829.000000,875.000000,895.000000,913.000000,923.000000,936.000000,945.000000,963.000000,972.000000,978.000000,980.000000,
3, 11,2.000000,6.000000,17.000000,29.000000,44.000000,64.000000,87.000000,113.000000,128.000000,153.000000,188.000000,211.000000,258.000000,291.000000,333.000000,375.000000,417.000000,461.000000,514.000000,574.000000,617.000000,664.000000,703.000000,754.000000,811.000000,857.000000,877.000000,894.000000,904.000000,915.000000,923.000000,939.000000,947.000000,953.000000,955.000000,
4, 17,3.000000,9.000000,25.000000,36.000000,48.000000,70.000000,96.000000,121.000000,135.000000,155.000000,186.000000,205.000000,237.000000,252.000000,284.000000,301.000000,328.000000,361.000000,382.000000,421.000000,452.000000,495.000000,529.000000,561.000000,605.000000,644.000000,668.000000,684.000000,699.000000,717.000000,727.000000,736.000000,739.000000,746.000000,747.000000,
4, 17,3.000000,9.000000,23.000000,34.000000,46.000000,68.000000,93.000000,117.000000,130.000000,149.000000,180.000000,199.000000,229.000000,244.000000,275.000000,292.000000,319.000000,350.000000,370.000000,408.000000,438.000000,480.000000,514.000000,541.000000,584.000000,623.000000,647.000000,663.000000,678.000000,694.000000,703.000000,711.000000,714.000000,721.000000,722.000000,
5, 7,2.000000,7.000000,19.000000,27.000000,34.000000,56.000000,77.000000,106.000000,120.000000,148.000000,178.000000,200.000000,231.000000,262.000000,311.000000,354.000000,407.000000,451.000000,493.000000,551.000000,597.000000,637.000000,675.000000,728.000000,790.000000,824.000000,849.000000,873.000000,892.000000,908.000000,915.000000,923.000000,927.000000,936.000000,938.000000,
5, 7,2.000000,7.000000,18.000000,25.000000,32.000000,54.000000,75.000000,103.000000,117.000000,142.000000,172.000000,193.000000,223.000000,253.000000,301.000000,344.000000,397.000000,440.000000,482.000000,540.000000,585.000000,622.000000,658.000000,710.000000,770.000000,803.000000,828.000000,850.000000,868.000000,884.000000,891.000000,899.000000,903.000000,911.000000,913.000000,
6, 7,2.000000,5.000000,14.000000,28.000000,43.000000,62.000000,82.000000,104.000000,132.000000,163.000000,193.000000,223.000000,263.000000,301.000000,348.000000,397.000000,434.000000,491.000000,536.000000,599.000000,658.000000,716.000000,776.000000,830.000000,905.000000,948.000000,981.000000,1006.000000,1021.000000,1037.000000,1049.000000,1064.000000,1069.000000,1080.000000,1084.000000,
6, 7,2.000000,5.000000,13.000000,27.000000,42.000000,61.000000,80.000000,102.000000,130.000000,161.000000,190.000000,220.000000,259.000000,297.000000,343.000000,392.000000,429.000000,484.000000,528.000000,589.000000,647.000000,705.000000,764.000000,818.000000,890.000000,931.000000,964.000000,988.000000,1002.000000,1017.000000,1027.000000,1040.000000,1045.000000,1055.000000,1059.000000,
7, 10,0.000000,1.000000,4.000000,8.000000,15.000000,23.000000,31.000000,47.000000,59.000000,69.000000,87.000000,102.000000,142.000000,173.000000,204.000000,224.000000,257.000000,300.000000,331.000000,379.000000,427.000000,479.000000,543.000000,611.000000,690.000000,734.000000,774.000000,810.000000,830.000000,858.000000,874.000000,893.000000,899.000000,905.000000,906.000000,
7, 10,0.000000,1.000000,4.000000,8.000000,15.000000,23.000000,28.000000,44.000000,56.000000,66.000000,84.000000,99.000000,136.000000,167.000000,197.000000,216.000000,248.000000,291.000000,322.000000,369.000000,415.000000,465.000000,526.000000,594.000000,672.000000,713.000000,752.000000,787.000000,807.000000,835.000000,850.000000,869.000000,875.000000,881.000000,881.000000,
8, 7,3.000000,5.000000,13.000000,18.000000,28.000000,41.000000,67.000000,89.000000,114.000000,145.000000,173.000000,203.000000,255.000000,293.000000,340.000000,381.000000,419.000000,467.000000,513.000000,590.000000,660.000000,727.000000,778.000000,847.000000,938.000000,1004.000000,1042.000000,1066.000000,1086.000000,1108.000000,1123.000000,1132.000000,1137.000000,1146.000000,1149.000000,
8, 7,3.000000,5.000000,12.000000,16.000000,26.000000,39.000000,65.000000,85.000000,110.000000,141.000000,169.000000,198.000000,248.000000,285.000000,332.000000,373.000000,409.000000,455.000000,500.000000,574.000000,643.000000,709.000000,760.000000,828.000000,917.000000,981.000000,1019.000000,1043.000000,1062.000000,1084.000000,1098.000000,1107.000000,1112.000000,1121.000000,1124.000000,
9, 13,2.000000,5.000000,12.000000,21.000000,35.000000,51.000000,71.000000,93.000000,114.000000,143.000000,185.000000,216.000000,250.000000,281.000000,328.000000,353.000000,383.000000,424.000000,456.000000,503.000000,558.000000,602.000000,651.000000,698.000000,776.000000,829.000000,882.000000,932.000000,970.000000,1000.000000,1021.000000,1043.000000,1052.000000,1058.000000,1059.000000,
9, 13,2.000000,5.000000,12.000000,20.000000,34.000000,50.000000,70.000000,91.000000,112.000000,141.000000,181.000000,212.000000,246.000000,276.000000,322.000000,347.000000,375.000000,414.000000,445.000000,492.000000,546.000000,588.000000,634.000000,679.000000,756.000000,807.000000,859.000000,908.000000,946.000000,976.000000,997.000000,1019.000000,1027.000000,1033.000000,1034.000000,
