m, m,1.000000, 3.920000,1.468146, 11.601600,1.972317, 22.888000,2.487610, 37.624000,3.007082, 55.656000,3.527884, 76.832000,4.048597, 101.001600,4.568416, 128.016000,5.086829, 157.728000,5.603480, 189.992000,6.118104, 224.664000,6.630484, 261.601600,7.140439, 300.664000,7.647803, 341.712000,8.152425, 384.608000,8.654157, 429.216000,9.152857, 475.401600,9.648381, 523.032000,10.140584, 571.976000,10.629318, 622.104000,11.114431, 673.288000,11.595765, 725.401600,12.073157, 778.320000,12.546436, 831.920000,13.015424, 886.080000,13.479933, 940.680000,13.939767, 995.601600,14.394719, 1050.728000,14.844571, 1105.944000,15.289093, 1161.136000,15.728042, 1216.192000,16.161160, 1271.001600,16.588176, 1325.456000,17.008801, 1379.448000,17.422727, 1432.872000,17.829630, 1485.624000,18.229163, 1537.601600,18.620958, 1588.704000,19.004620, 1638.832000,19.379730, 1687.888000,19.745841, 1735.776000,20.102472, 1782.401600,20.449109, 1827.672000,20.785204, 1871.496000,21.110163, 1913.784000,21.423353, 1954.448000,21.724089, 1993.401600,22.011635, 2030.560000,22.285194, 2065.840000,22.543907, 2099.160000,22.787903, 2130.520000,23.018208, 2159.998400,23.235717, 2187.672000,23.441208, 2213.616000,23.635365, 2237.904000,23.818792, 2260.608000,23.992026, 2281.798400,24.155550, 2301.544000,24.309797, 2319.912000,24.455163, 2336.968000,24.592011, 2352.776000,24.720675, 2367.398400,24.841470, 2380.896000,24.954690, 2393.328000,25.060617, 2404.752000,25.159517, 2415.224000,25.251652, 2424.798400,25.337274, 2433.528000,25.416632, 2441.464000,25.489969, 2448.656000,25.557529, 2455.152000,25.619552, 2460.998400,25.676281, 2466.240000,25.727957, 2470.920000,25.774823, 2475.080000,25.817123, 2478.760000,25.855101, 2481.998400,25.889005, 2484.832000,25.919081, 2487.296000,25.945578, 2489.424000,25.968744, 2491.248000,25.988826, 2492.798400,26.006070, 2494.104000,26.020722, 2495.192000,26.033023, 2496.088000,26.043209, 2496.816000,26.051513, 2497.398400,26.058160, 2497.856000,26.063369, 2498.208000,26.067348, 2498.472000,26.070294, 2498.664000,26.072393, 2498.798400,26.073817, 2498.888000,26.074723, 2498.944000,26.075249, 2498.976000,26.075517, 2498.992000,26.075626, 2498.998400,26.075654, 2499.000000,
0, 13,1.000000, 1.271242,1.456976, 3.578431,1.939579, 6.725490,2.461966, 10.875817,2.970024, 15.767974,3.488581, 21.549020,3.997183, 27.944444,4.503158, 34.947712,4.995155, 42.385621,5.488629, 50.359477,5.985594, 58.839869,6.487599, 67.892157,6.992871, 77.496732,7.480172, 87.284314,7.970890, 97.480392,8.456609, 107.872549,8.946368, 118.807190,9.432062, 130.000000,9.922995, 141.705882,10.411051, 153.650327,10.905453, 166.084967,11.385160, 178.571895,11.869917, 191.480392,12.334919, 204.026144,12.809277, 217.049020,13.282818, 230.326797,13.751350, 243.771242,14.210647, 257.176471,14.672716, 270.800654,15.117169, 284.120915,15.560318, 297.549020,15.997223, 310.911765,16.432625, 324.431373,16.859951, 337.794118,17.272127, 350.764706,17.677936, 363.562092,18.071965, 376.052288,18.462990, 388.428105,18.841193, 400.405229,19.219866, 412.415033,19.584146, 423.928105,19.948233, 435.405229,20.289186, 446.173203,20.631603, 456.885621,20.960519, 467.166667,21.277738, 477.052288,21.590398, 486.650327,21.893759, 495.970588,22.186604, 504.908497,22.462049, 513.336601,22.717131, 521.140523,22.959956, 528.509804,23.193750, 535.552288,23.410894, 542.111111,23.617730, 548.287582,23.810636, 553.980392,23.990004, 559.218954,24.156235, 564.009804,24.317685, 568.620915,24.469107, 572.892157,24.616538, 577.003268,24.751073, 580.696078,24.872474, 583.970588,24.982311, 586.875817,25.084695, 589.549020,25.182251, 592.049020,25.276684, 594.428105,25.360600, 596.503268,25.438533, 598.392157,25.506995, 600.019608,25.570657, 601.506536,25.627539, 602.807190,25.679892, 603.983660,25.725830, 604.993464,25.765222, 605.843137,25.803649, 606.656863,25.835909, 607.326797,25.866081, 607.941176,25.890951, 608.437908,25.912471, 608.859477,25.930680, 609.209150,25.950816, 609.588235,25.966731, 609.882353,25.980083, 610.124183,25.990566, 610.310458,25.998619, 610.450980,26.006636, 610.588235,26.014221, 610.715686,26.019566, 610.803922,26.024009, 610.875817,26.026473, 610.915033,26.027937, 610.937908,26.029851, 610.967320,26.030934, 610.983660,26.031815, 610.996732,26.032039, 611.000000,26.032039, 611.000000,26.032039, 611.000000,
0, 13,1.000000, 0.334217,1.708052, 0.241225,2.491236, 0.155647,3.289153, 0.170029,4.092235, 0.129307,4.898668, 0.138180,5.707168, 0.104030,6.516961, 0.081486,7.327360, 0.043478,8.137312, 0.029257,8.947915, 0.017029,9.757628, 0.017340,10.566750, 0.019334,11.375717, -0.012911,12.183997, -0.017189,12.991294, -0.037692,13.798738, -0.023309,14.605050, -0.031630,15.410196, -0.015187,16.214180, -0.019372,17.016445, -0.000367,17.817918, -0.013920,18.619006, 0.004052,19.418183, -0.036217,20.216221, -0.009667,21.014506, 0.001280,21.810836, 0.007618,22.605232, 0.000749,23.398060, 0.015245,24.188111, -0.007136,24.974406, 0.003385,25.757693, 0.002878,26.537048, 0.021242,27.313557, 0.017912,28.088032, -0.001771,28.857996, -0.002977,29.622072, -0.013132,30.381701, -0.006565,31.134827, -0.021157,31.883891, 0.001251,32.629242, -0.019062,33.366891, 0.001739,34.097308, -0.035093,34.819909, -0.012025,35.530543, -0.021598,36.221761, -0.025855,36.892447, -0.016836,37.536396, -0.003351,38.147281, 0.003087,38.714307, -0.001315,39.252793, -0.019312,39.799480, -0.016485,40.352582, 0.000239,40.911579, -0.007021,41.477752, -0.001347,42.046968, -0.014880,42.620136, -0.028024,43.199793, -0.044734,43.784008, -0.009726,44.372240, -0.009452,44.966656, 0.032009,45.567359, 0.005886,46.172097, -0.029602,46.780122, -0.061133,47.390214, -0.056206,48.003486, -0.033106,48.621182, 0.011516,49.241977, -0.026841,49.864917, -0.019268,50.491161, -0.062096,51.121093, -0.045617,51.753886, -0.066963,52.389752, -0.052151,53.031459, -0.082997,53.677521, -0.126928,54.324833, -0.051160,54.975342, -0.112434,55.628939, -0.071935,56.286070, -0.140007,56.947600, -0.156188,57.612399, -0.186049,58.281331, 0.034621,58.952184, -0.048779,59.624154, -0.059759,60.299792, -0.126292,60.975832, -0.194250,61.655865, -0.022401,62.342383, 0.142034,63.030772, 0.025992,63.721586, 0.116389,64.413742, -0.176141,65.105025, -0.319172,65.797793, 0.289990,66.495346, 0.074991,67.192395, 0.485443,67.891624, -0.257279,68.593003, -1.000000,   -nan,    -nan,
1, 8,1.000000, 0.900000,1.451188, 2.660870,1.932633, 5.000000,2.431436, 7.982609,2.956664, 11.639130,3.477511, 15.960870,3.985978, 20.721739,4.491145, 25.978261,5.022456, 32.017391,5.537587, 38.447826,6.070380, 45.578261,6.578160, 52.908696,7.088294, 60.800000,7.577780, 68.778261,8.062059, 76.904348,8.547388, 85.386957,9.012129, 93.778261,9.495730, 102.760870,9.995453, 112.165217,10.511237, 122.213043,11.010437, 132.413043,11.490777, 142.473913,11.973283, 152.921739,12.439907, 163.182609,12.923022, 174.026087,13.377336, 184.373913,13.824561, 194.769565,14.276030, 205.252174,14.717014, 215.752174,15.150398, 226.139130,15.570840, 236.360870,15.988685, 246.578261,16.403449, 256.778261,16.811681, 266.826087,17.193877, 276.317391,17.583522, 285.991304,17.952722, 295.147826,18.314387, 304.013043,18.676385, 312.930435,19.031495, 321.639130,19.383358, 330.221739,19.718227, 338.421739,20.038721, 346.195652,20.350541, 353.791304,20.655477, 361.126087,20.945343, 368.086957,21.229414, 374.860870,21.503293, 381.343478,21.761487, 387.395652,22.008431, 393.169565,22.239523, 398.547826,22.457750, 403.634783,22.666975, 408.447826,22.861010, 412.878261,23.036135, 416.826087,23.197190, 420.417391,23.348873, 423.756522,23.494337, 426.904348,23.642165, 430.052174,23.777849, 432.908696,23.899283, 435.417391,24.011146, 437.686957,24.118312, 439.813043,24.219673, 441.804348,24.318878, 443.708696,24.407053, 445.373913,24.488600, 446.882609,24.561813, 448.213043,24.631279, 449.452174,24.696600, 450.595652,24.756242, 451.621739,24.814925, 452.608696,24.869133, 453.504348,24.919093, 454.313043,24.964046, 455.026087,25.003689, 455.643478,25.038701, 456.178261,25.069755, 456.643478,25.098483, 457.065217,25.123854, 457.430435,25.144507, 457.721739,25.163057, 457.978261,25.178769, 458.191304,25.192486, 458.373913,25.204788, 458.534783,25.211907, 458.626087,25.219155, 458.717391,25.227603, 458.821739,25.233335, 458.891304,25.236615, 458.930435,25.237729, 458.943478,25.240375, 458.973913,25.241529, 458.986957,25.241919, 458.991304,25.241919, 458.991304,25.242323, 458.995652,25.242734, 459.000000,25.242734, 459.000000,
1, 8,1.000000, 0.253482,1.708605, 0.250618,2.492428, 0.125881,3.290002, 0.093652,4.090481, 0.092804,4.893909, 0.099232,5.700787, 0.059666,6.509251, 0.045034,7.317013, 0.090805,8.123675, 0.069742,8.930162, 0.104466,9.737433, 0.066648,10.547458, 0.085581,11.358818, 0.043565,12.168428, 0.016625,12.977357, 0.020035,13.786409, -0.026034,14.594718, 0.010008,15.401407, 0.028157,16.205446, 0.071974,17.008194, 0.065474,17.811053, 0.031672,18.613205, 0.054356,19.413245, 0.021999,20.210496, 0.069124,21.005094, 0.012785,21.796803, 0.012787,22.585782, 0.019352,23.374349, 0.021282,24.163044, 0.012137,24.948687, -0.000260,25.729730, 0.005174,26.507804, 0.011503,27.283591, 0.006675,28.058414, -0.037471,28.829843, -0.005274,29.595067, -0.042966,30.358255, -0.056490,31.118257, -0.032107,31.869568, -0.033269,32.609322, -0.022749,33.332954, -0.039498,34.042647, -0.060486,34.743870, -0.049878,35.431910, -0.047777,36.094692, -0.058222,36.734721, -0.040848,37.359210, -0.036129,37.965229, -0.051443,38.530284, -0.041133,39.072654, -0.050180,39.618500, -0.043446,40.170758, -0.034688,40.727922, -0.050648,41.292698, -0.094784,41.866280, -0.117876,42.445975, -0.120448,43.031943, -0.108265,43.623099, -0.039594,44.219075, -0.060725,44.822340, -0.109507,45.430266, -0.127761,46.040007, -0.113687,46.648319, -0.096668,47.258888, -0.056880,47.877113, -0.099103,48.499839, -0.105375,49.124221, -0.130889,49.751417, -0.104933,50.381687, -0.085217,51.017848, -0.090671,51.659591, -0.030113,52.305787, -0.020503,52.953325, -0.009437,53.603473, -0.016220,54.255906, -0.034119,54.910543, -0.043665,55.571167, -0.042763,56.237174, 0.003185,56.905059, 0.012243,57.576743, -0.050507,58.251754, -0.011858,58.928299, -0.022736,59.608957, -0.003228,60.290766, 0.061145,60.973787, -0.266042,61.656855, -0.090594,62.342659, 0.330967,63.030597, 0.159420,63.722354, -0.110672,64.415449, -0.587232,65.109334, 0.334859,65.801698, -0.118684,66.495967, -0.482402,67.192395, -1.000000,67.892772, 0.552795,68.593003, 2.623188,69.296465, -1.000000,
2, 10,1.000000, 0.602410,1.483906, 2.009639,1.972068, 3.898795,2.466215, 6.212048,2.950115, 8.848193,3.505132, 12.385542,4.028519, 16.216867,4.561049, 20.684337,5.073177, 25.508434,5.594556, 30.674699,6.098093, 36.115663,6.620060, 42.062651,7.128690, 48.303614,7.622184, 54.645783,8.131414, 61.527711,8.642054, 68.645783,9.141315, 76.009639,9.657526, 83.836145,10.169206, 92.004819,10.673861, 100.385542,11.175781, 109.002410,11.646370, 117.378313,12.127871, 126.033735,12.605089, 134.954217,13.068422, 143.677108,13.542479, 152.766265,14.002829, 161.792771,14.455394, 170.804819,14.913460, 180.072289,15.354920, 189.065060,15.782052, 197.995181,16.212996, 207.036145,16.642333, 216.062651,17.065376, 225.031325,17.479811, 233.879518,17.900326, 242.930120,18.298251, 251.609639,18.690902, 260.033735,19.068489, 268.207229,19.440334, 276.250602,19.806685, 284.139759,20.161025, 291.836145,20.510587, 299.354217,20.836598, 306.356627,21.159222, 313.267470,21.478838, 320.004819,21.783611, 326.457831,22.074956, 332.592771,22.347713, 338.308434,22.621788, 344.014458,22.868912, 349.195181,23.110786, 354.197590,23.341655, 358.983133,23.552103, 363.310843,23.744724, 367.248193,23.926783, 370.920482,24.093662, 374.298795,24.262243, 377.609639,24.420462, 380.713253,24.580964, 383.778313,24.728619, 386.573494,24.874524, 389.286747,25.001930, 391.633735,25.118213, 393.734940,25.227002, 395.672289,25.329525, 397.455422,25.430858, 399.190361,25.525028, 400.771084,25.612870, 402.226506,25.694722, 403.551807,25.762461, 404.631325,25.835879, 405.773494,25.896593, 406.703614,25.963764, 407.710843,26.019220, 408.530120,26.076244, 409.354217,26.122678, 410.014458,26.160848, 410.544578,26.200802, 411.089157,26.234681, 411.542169,26.266608, 411.961446,26.296571, 412.346988,26.324390, 412.698795,26.347302, 412.983133,26.364713, 413.195181,26.375599, 413.325301,26.385881, 413.445783,26.397606, 413.580723,26.406997, 413.686747,26.416120, 413.787952,26.423204, 413.865060,26.427707, 413.913253,26.431833, 413.956627,26.434165, 413.980723,26.434165, 413.980723,26.435130, 413.990361,26.436112, 414.000000,26.436112, 414.000000,
2, 10,1.000000, -0.065742,1.707853, 0.120405,2.492372, 0.026269,3.291579, -0.038548,4.092839, -0.104327,4.898003, 0.024013,5.704916, -0.028372,6.512542, 0.013767,7.321670, -0.005013,8.130190, -0.018790,8.939394, -0.038427,9.748571, -0.013963,10.558750, -0.022650,11.369317, -0.056506,12.179019, -0.022064,12.987842, -0.029071,13.796250, -0.031632,14.603520, -0.003551,15.409971, 0.010424,16.216131, 0.010066,17.020572, 0.015278,17.822307, -0.032001,18.621101, -0.015534,19.417914, 0.001581,20.213847, -0.030790,21.009414, 0.001670,21.803169, -0.011032,22.593407, -0.015808,23.379911, 0.011247,24.163021, -0.016926,24.944286, -0.019831,25.724991, -0.001837,26.504730, 0.004016,27.282006, 0.007037,28.056987, 0.004837,28.829456, 0.041448,29.597216, 0.013962,30.363886, 0.000629,31.125274, -0.010712,31.882286, -0.005813,32.631117, -0.001625,33.371217, -0.000054,34.103128, 0.005251,34.820450, -0.033137,35.525280, -0.011833,36.208461, 0.001211,36.869968, 0.000839,37.513633, -0.004133,38.131408, -0.025429,38.695412, 0.028557,39.227685, -0.007524,39.763573, 0.019818,40.311971, 0.038259,40.863817, -0.000067,41.423050, -0.029732,41.990654, -0.034218,42.564332, -0.050822,43.142917, -0.004318,43.725819, 0.000649,44.314739, 0.061456,44.908951, 0.041889,45.509086, 0.090887,46.109248, 0.020962,46.713283, -0.009240,47.318889, -0.007912,47.930385, -0.006722,48.547452, 0.053266,49.170050, 0.047947,49.800170, 0.054042,50.433672, 0.051159,51.070135, -0.059325,51.710063, 0.098239,52.354692, -0.011772,53.002068, 0.186650,53.651188, 0.074603,54.301629, 0.209772,54.954258, 0.089507,55.611390, -0.010969,56.271068, 0.157692,56.934437, 0.103831,57.599653, 0.183062,58.268134, 0.263244,58.937708, 0.346888,59.609004, 0.290097,60.287294, 0.149936,60.967765, -0.146191,61.651766, -0.031496,62.337284, 0.354817,63.026369, 0.338688,63.716970, 0.621872,64.410888, 0.606426,65.107061, 0.369113,65.802339, 0.837860,66.496445, 0.673360,67.192965, -1.000000,67.892071, 1.008032,68.593003, 3.016064,69.296465, -1.000000,
3, 5,1.000000, 0.708920,1.462061, 2.197183,1.957977, 4.258216,2.461148, 6.896714,2.961706, 10.056338,3.478667, 13.694836,3.973805, 17.596244,4.484522, 22.037559,5.031003, 27.230047,5.575897, 33.051643,6.072295, 38.812207,6.579034, 45.014085,7.091432, 51.643192,7.594144, 58.619718,8.098895, 65.971831,8.600601, 73.525822,9.098002, 81.347418,9.577549, 89.215962,10.071928, 97.436620,10.551793, 105.765258,11.007624, 113.793427,11.483207, 122.272300,11.951607, 130.906103,12.404333, 139.352113,12.868935, 148.150235,13.331780, 157.046948,13.804244, 166.276995,14.270036, 175.497653,14.732731, 184.793427,15.168565, 193.713615,15.623078, 203.169014,16.077134, 212.582160,16.508158, 221.741784,16.934143, 230.774648,17.363968, 239.981221,17.788244, 249.089202,18.200260, 258.154930,18.604311, 266.929577,18.979391, 275.150235,19.371314, 283.600939,19.744490, 291.892019,20.115327, 300.004695,20.458581, 307.605634,20.805636, 315.211268,21.139675, 322.591549,21.452076, 329.539906,21.748100, 336.032864,22.029766, 342.164319,22.307519, 348.230047,22.566837, 353.845070,22.818178, 359.305164,23.049357, 364.323944,23.265174, 368.995305,23.478415, 373.558685,23.683990, 377.896714,23.868676, 381.746479,24.026634, 385.004695,24.194202, 388.399061,24.351558, 391.568075,24.506726, 394.643192,24.653914, 397.516432,24.788599, 400.098592,24.913792, 402.474178,25.041580, 404.859155,25.150277, 406.845070,25.248150, 408.605634,25.344565, 410.305164,25.442654, 412.014085,25.529614, 413.492958,25.617906, 414.967136,25.691854, 416.178404,25.760959, 417.291080,25.827802, 418.342723,25.890108, 419.305164,25.939503, 420.051643,25.989468, 420.793427,26.034613, 421.450704,26.075330, 422.032864,26.111237, 422.535211,26.141341, 422.948357,26.166744, 423.291080,26.190211, 423.600939,26.213382, 423.901408,26.234048, 424.164319,26.248746, 424.347418,26.262557, 424.516432,26.272744, 424.638498,26.281513, 424.741784,26.288013, 424.816901,26.292565, 424.868545,26.297195, 424.920188,26.300197, 424.953052,26.302815, 424.981221,26.303703, 424.990610,26.304606, 425.000000,26.304606, 425.000000,26.304606, 425.000000,26.304606, 425.000000,
3, 5,1.000000, 0.065084,1.707647, 0.143410,2.490338, 0.080659,3.289142, 0.061001,4.093150, 0.038121,4.899667, 0.016908,5.706992, -0.045737,6.514234, -0.028839,7.321538, 0.032304,8.128302, 0.066383,8.934473, -0.016969,9.741110, -0.005089,10.549584, 0.006362,11.360211, 0.007935,12.170652, 0.015934,12.980677, 0.003293,13.790520, 0.002512,14.598344, -0.023026,15.402637, -0.006735,16.203421, -0.016411,17.004375, -0.070383,17.805141, -0.034561,18.604928, -0.030737,19.405503, -0.063469,20.208959, -0.034913,21.014847, -0.033176,21.821796, -0.004825,22.626815, -0.011847,23.427432, -0.007286,24.224414, -0.048615,25.017226, 0.009459,25.802612, 0.008955,26.581210, -0.011736,27.356450, -0.017099,28.129363, 0.012423,28.900524, 0.014342,29.670526, 0.024654,30.439580, 0.008117,31.204790, -0.037980,31.959560, 0.009835,32.699476, 0.014820,33.426650, 0.020308,34.137453, -0.014810,34.834494, 0.018812,35.519864, 0.024925,36.190670, 0.003634,36.847288, -0.021909,37.475905, -0.032710,38.070488, 0.006994,38.622950, -0.013385,39.154189, 0.019054,39.692381, -0.003657,40.239961, -0.012731,40.790815, 0.028159,41.349554, 0.042495,41.915498, -0.011867,42.489734, -0.105377,43.072433, -0.002478,43.657370, -0.002325,44.247717, 0.038891,44.839190, 0.043297,45.434287, 0.008814,46.032819, 0.000837,46.634765, 0.085659,47.243722, -0.020365,47.861234, -0.056302,48.481371, -0.006587,49.106334, 0.090986,49.738031, 0.032733,50.377102, 0.129812,51.021744, 0.021994,51.669542, 0.037557,52.319187, 0.090464,52.970351, 0.114453,53.623115, -0.029539,54.275998, 0.090859,54.931605, 0.100598,55.588587, 0.111840,56.247115, 0.098748,56.909405, 0.042244,57.578379, 0.003287,58.249406, 0.065540,58.925492, 0.229417,59.602303, 0.283744,60.282712, 0.074522,60.966083, 0.214182,61.651518, 0.078319,62.341272, 0.157919,63.031288, 0.091822,63.721782, 0.016598,64.415085, 0.418769,65.105353, 0.325155,65.799126, 0.853225,66.498115, 0.067008,67.193748, 1.347418,67.894035, -1.000000,68.593003, -1.000000,   -nan,    -nan,
4, 8,1.000000, 1.145729,1.470045, 3.450586,1.952158, 6.542714,2.453894, 10.442211,2.975405, 15.313233,3.483658, 20.860972,3.995677, 27.199330,4.509585, 34.244556,5.024377, 41.986600,5.529475, 50.217755,6.059289, 59.430486,6.577254, 69.222781,7.080890, 79.296482,7.602292, 90.308208,8.117537, 101.802345,8.618673, 113.524288,9.121672, 125.849246,9.615458, 138.415410,10.105593, 151.353434,10.578216, 164.227806,11.047349, 177.299832,11.513438, 190.606365,11.989537, 204.479062,12.451010, 218.187605,12.909074, 231.986600,13.371545, 246.207705,13.821193, 260.257956,14.264025, 274.257956,14.699097, 288.251256,15.115971, 301.748744,15.522766, 315.011725,15.929030, 328.284757,16.340065, 341.768844,16.740763, 354.964824,17.127513, 367.852596,17.511713, 380.613065,17.884227, 393.068677,18.248851, 405.246231,18.592955, 416.616415,18.931560, 427.902848,19.267216, 438.934673,19.591906, 449.584590,19.902011, 459.705193,20.195574, 469.169179,20.483506, 478.412060,20.746235, 486.824121,21.000753, 494.871022,21.242838, 502.465662,21.485015, 510.026801,21.713125, 517.065327,21.931270, 523.758794,22.144723, 530.254606,22.342658, 536.201005,22.527248, 541.721943,22.697985, 546.753769,22.859863, 551.443886,23.010385, 555.738693,23.151227, 559.705193,23.276119, 563.155779,23.405415, 566.680067,23.519336, 569.725293,23.622404, 572.432161,23.718515, 574.917923,23.805560, 577.122278,23.889040, 579.192630,23.968072, 581.115578,24.037742, 582.780570,24.108967, 584.448911,24.174654, 585.956449,24.235944, 587.336683,24.290278, 588.532663,24.339805, 589.601340,24.384784, 590.552764,24.421569, 591.313233,24.459465, 592.083752,24.489597, 592.683417,24.519790, 593.273032,24.544463, 593.745394,24.566382, 594.157454,24.585128, 594.502513,24.601623, 594.800670,24.614871, 595.035176,24.627615, 595.256281,24.638234, 595.437186,24.647665, 595.594640,24.654817, 595.711893,24.660642, 595.805695,24.664880, 595.872697,24.667253, 595.909548,24.669889, 595.949749,24.671009, 595.966499,24.672147, 595.983250,24.672840, 595.993300,24.673075, 595.996650,24.673315, 596.000000,24.673315, 596.000000,24.673315, 596.000000,24.673315, 596.000000,
